questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
Who scored the most goals in Serie A history?,Silvio Piola,Francesco Totti,Giuseppe Meazza,A,hard,Ta ni o gba awọn gọọlu pupọ julọ ninu itan-akọọlẹ Serie A?,Silvio Piola,Francesco Totti,Giuseppe Meazza,Wa ya fi zura kwallaye a tarihin Serie A?,Silvio Piola,Francesco Totti,Giuseppe Meazza,Onye nyere goolu kachasị na Serie A?,Silvio Piola,Francesco Totti,Giuseppe Meazza
What number did Cristiano Ronaldo wear at Real Madrid?,7,9,10,A,easy,Nọ́mbà wo ni Cristiano Ronaldo wọ̀ ní Real Madrid?,7,9,10,Wace lamba Cristiano Ronaldo ya saka a Real Madrid?,7,9,10,Kedu nọmba Cristiano Ronaldo yi na Real Madrid?,7,9,10
Which team won the Bundesliga in 2021-22?,Borussia Dortmund,Bayern Munich,RB Leipzig,B,medium,Ẹgbẹ́ wo ló gba Bundesliga ní ọdún 2021-22?,Borussia Dortmund,Bayern Munich,RB Leipzig,Wace ƙungiya ce ta lashe gasar Bundesliga a shekarar 2021-22?,Borussia Dortmund,Bayern Munich,RB Leipzig,Kedụ otu ndị meriri Bundesliga n'afọ 2021-22?,Borussia Dortmund,Bayern Munich,RB Leipzig
Which team won the FA Cup in 2023?,Manchester City,Manchester United,Arsenal,A,medium,Ẹgbẹ́ wo ló gba ife ẹ̀yẹ FA Cup ní ọdún 2023?,Manchester City,Manchester United,Arsenal,Wace ƙungiya ce ta lashe Kofin FA a shekarar 2023?,Manchester City,Manchester United,Arsenal,Kedụ otu ndị meriri iko FA n'afọ 2023?,Manchester City,Manchester United,Arsenal
How many goals did Mohamed Salah score in his record-breaking 2017-18 season?,32,44,28,A,hard,Àwọn góólù mélòó ni Mohamed Salah gbá ní àsìkò tó gba àmì-ẹ̀yẹ rẹ̀ ní ọdún 2017-18?,32,44,28,"Kwallaye nawa Mohamed Salah ya ci a kakar wasa ta 2017-18, inda ya kafa tarihi?",32,44,28,Goolu ole ka Mohamed Salah nyere n'oge egwuregwu ya nke meriri ihe nrite n'afọ 2017-18?,32,44,28
What size is the center circle radius?,9.15 meters,10 meters,11 meters,A,easy,Ìwọ̀n wo ni rédíọ̀mù yíká àárín?,9.15 meters,10 meters,11 meters,Menene girman radius na tsakiya na da'irar?,9.15 meters,10 meters,11 meters,Kedu nha nke radius okirikiri etiti?,9.15 meters,10 meters,11 meters
Which team has won the most F1 Constructors Championships?,Ferrari,Mercedes,McLaren,A,medium,Ẹgbẹ́ wo ló ti gba ìdíje F1 Constructors tó pọ̀ jùlọ?,Ferrari,Mercedes,McLaren,Wace ƙungiya ce ta lashe gasar F1 Constructors mafi yawa?,Ferrari,Mercedes,McLaren,Kedụ otu ndị meriri asọmpi F1 Constructors kacha?,Ferrari,Mercedes,McLaren
Which Grand Slam is played on clay?,US Open,French Open,Australian Open,B,easy,Èwo ni Grand Slam tí wọ́n ń fi amọ̀ ṣe?,US Open,French Open,Australian Open,Wace Grand Slam ake bugawa a kan yumbu?,US Open,French Open,Australian Open,Kedu Grand Slam a na-akpọ n'ákwà?,US Open,French Open,Australian Open
Who is the shortest player to ever play in the NBA?,Isaiah Thomas,Muggsy Bogues,Spud Webb,B,hard,Ta ni ẹni tí ó kúrú jùlọ tí ó tíì gbá bọ́ọ̀lù ní NBA rí?,Isaiah Thomas,Muggsy Bogues,Spud Webb,Wanene ɗan wasa mafi gajarta da ya taɓa bugawa a NBA?,Isaiah Thomas,Muggsy Bogues,Spud Webb,Ònye bụ onye kacha mkpụmkpụ ga-egwu egwuregwu na NBA?,Isaiah Thomas,Muggsy Bogues,Spud Webb
Which NBA team has won the most championships?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,B,medium,Ẹgbẹ́ NBA wo ló ti gba àwọn ìdíje tó pọ̀ jùlọ?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Wace ƙungiyar NBA ce ta fi lashe gasar zakarun Turai?,Los Angeles Lakers,Boston Celtics,Chicago Bulls,Kedụ otu NBA meriri ọtụtụ asọmpi?,Los Angeles Lakers,Boston Celtics,Chicago Bulls
What is the height of a standard NBA basketball hoop?,10 feet,11 feet,12 feet,A,medium,Kí ni gíga bọ́ọ̀lù agbọn NBA tí a mọ̀ dáadáa?,10 feet,11 feet,12 feet,Menene tsawon ƙwallon kwando na NBA na yau da kullun?,10 feet,11 feet,12 feet,Kedu ka ogologo bọọlụ basketball NBA dị?,10 feet,11 feet,12 feet
What surface is Wimbledon played on?,Clay,Grass,Hard court,B,easy,Ibo ni Wimbledon ti n ṣere?,Clay,Grass,Hard court,A wane fanni ake buga wasan Wimbledon?,Clay,Grass,Hard court,Kedu ebe a na-egwu egwuregwu Wimbledon?,Clay,Grass,Hard court
What is a 'century' in cricket?,50 runs,100 runs,150 runs,B,easy,Kí ni 'ọgọ́rùn-ún' nínú eré cricket?,50 runs,100 runs,150 runs,Menene 'ƙarni' a wasan kurket?,50 runs,100 runs,150 runs,Gịnị bụ 'narị afọ' na kriket?,50 runs,100 runs,150 runs
Who won the 2023 NBA Finals MVP?,Jimmy Butler,Nikola Jokic,Jamal Murray,B,medium,Ta ló gba àmì-ẹ̀yẹ MVP ti ìparí NBA ti ọdún 2023?,Jimmy Butler,Nikola Jokic,Jamal Murray,Wa ya lashe gasar MVP ta NBA ta 2023?,Jimmy Butler,Nikola Jokic,Jamal Murray,Ònye meriri asọmpi MVP nke afọ 2023 nke NBA Finals?,Jimmy Butler,Nikola Jokic,Jamal Murray
How many players are on a basketball team on the court?,4,5,6,B,easy,Àwọn òṣèré mélòó ló wà nínú ẹgbẹ́ bọ́ọ̀lù alápẹ̀rẹ̀ ní pápá ìṣeré?,4,5,6,'Yan wasa nawa ne ke cikin ƙungiyar ƙwallon kwando a filin wasa?,4,5,6,Ndị egwuregwu ole nọ n'òtù egwuregwu basketball n'ọgbọ egwuregwu?,4,5,6
Which team did Michael Jordan play for?,Chicago Bulls,Los Angeles Lakers,Miami Heat,A,easy,Ẹgbẹ́ wo ni Michael Jordan gbá bọ́ọ̀lù fún?,Chicago Bulls,Los Angeles Lakers,Miami Heat,Wace ƙungiya ce Michael Jordan ya buga wa wasa?,Chicago Bulls,Los Angeles Lakers,Miami Heat,Kedụ otu Michael Jordan gbara bọọlụ?,Chicago Bulls,Los Angeles Lakers,Miami Heat
Which player has the most NBA MVP awards?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,B,hard,Èwo ni ó ní àmì-ẹ̀yẹ NBA MVP tó pọ̀ jùlọ?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Wane ɗan wasa ne ya fi samun kyautar MVP ta NBA?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James,Kedụ onye ọkpụkpọ kacha nweta ihe nrite MVP NBA?,Michael Jordan,Kareem Abdul-Jabbar,LeBron James
How many overs are in a One Day International match?,40,50,60,B,easy,Àwọn overs mélòó ló wà nínú ìdíje One Day International?,40,50,60,Nawa ne daga cikin wasannin Overs da ake yi a gasar One Day International?,40,50,60,Over ole dị na egwuregwu One Day International?,40,50,60
Which team won the 2023 NBA Championship?,Miami Heat,Denver Nuggets,Boston Celtics,B,easy,Ẹgbẹ́ wo ló gba ìdíje NBA ti ọdún 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Wace ƙungiya ce ta lashe gasar NBA ta 2023?,Miami Heat,Denver Nuggets,Boston Celtics,Kedụ otu ndị meriri asọmpi NBA nke afọ 2023?,Miami Heat,Denver Nuggets,Boston Celtics
Who is known as 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,easy,Ta ni a mọ si 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Wanene aka sani da 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Ònye ka a maara dị ka 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
Who is the NBA's all-time leading scorer?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,B,easy,Ta ni ẹni tí ó gba àmì-ẹ̀yẹ jùlọ ní NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Wanene gwarzon ɗan wasan NBA mafi yawan cin kwallaye?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Ònye bụ onye kacha enye goolu n'egwuregwu NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan
How many points is a three-point shot worth in basketball?,2,3,4,B,easy,Àwọn àmì mélòó ni ó yẹ kí a fi àmì mẹ́ta gba nínú bọ́ọ̀lù alápẹ̀rẹ̀?,2,3,4,Maki nawa ne darajar maki uku a wasan ƙwallon kwando?,2,3,4,Isi ole ka ọ bara uru ịgba bọọlụ atọ n'egwuregwu bọọlụ?,2,3,4
How many runs is a 'six' worth?,4,5,6,C,easy,"Iye awọn ere melo ni iye ""six"" kan?",4,5,6,Nawa ne darajar gudu ɗaya ta 'shida'?,4,5,6,Ego ole ka uru 'isi' dị?,4,5,6
How many sets are needed to win a men's Grand Slam match?,2,3,4,B,medium,Àwọn ìpele mélòó ni a nílò láti borí ìdíje Grand Slam fún àwọn ọkùnrin?,2,3,4,Sati nawa ake buƙata don lashe wasan Grand Slam na maza?,2,3,4,Ego ole ka achọrọ iji merie asọmpi Grand Slam nke ụmụ nwoke?,2,3,4
How many Grand Slam tournaments are there?,3,4,5,B,easy,Àwọn ìdíje Grand Slam mélòó ló wà níbẹ̀?,3,4,5,Gasar Grand Slam nawa ne ake da su?,3,4,5,Asọmpi Grand Slam ole ka dị?,3,4,5
Who is Babe Ruth?,Basketball legend,Baseball legend,Football legend,B,easy,Ta ni Babe Ruth?,Basketball legend,Baseball legend,Football legend,Wacece Babe Ruth?,Basketball legend,Baseball legend,Football legend,Ònye bụ Babe Ruth?,Basketball legend,Baseball legend,Football legend
How many holes are in a standard round of golf?,9,18,21,B,easy,Àwọn ihò mélòó ló wà nínú ìdíje gọ́ọ̀fù tó wọ́pọ̀?,9,18,21,Ramuka nawa ne ke cikin zagayen golf na yau da kullun?,9,18,21,Onu ole dị n'agba golf nkịtị?,9,18,21
What is a 'bogey' in golf?,One under par,One over par,Two over par,B,easy,Kí ni 'bogey' nínú gọ́ọ̀fù?,One under par,One over par,Two over par,Menene 'bogey' a wasan golf?,One under par,One over par,Two over par,Gịnị bụ 'bogey' na gọlfụ?,One under par,One over par,Two over par
Who has won the most Masters titles?,Tiger Woods,Jack Nicklaus,Arnold Palmer,B,hard,Ta ni o ti gba awọn akọle Masters julọ julọ?,Tiger Woods,Jack Nicklaus,Arnold Palmer,Wanene ya lashe mafi yawan kambun Masters?,Tiger Woods,Jack Nicklaus,Arnold Palmer,Ònye meriri ọtụtụ ihe nrite Masters?,Tiger Woods,Jack Nicklaus,Arnold Palmer
What is a 'perfect game' in baseball?,No errors,"No hits, walks, or errors",10+ strikeouts,B,hard,Kí ni ‘eré pípé’ nínú eré baseball?,No errors,"No hits, walks, or errors",10+ strikeouts,Menene 'wasan da ya dace' a wasan baseball?,No errors,"No hits, walks, or errors",10+ strikeouts,Kedu ihe bụ 'egwuregwu zuru oke' na baseball?,No errors,"No hits, walks, or errors",10+ strikeouts
How many F1 World Championships has Lewis Hamilton won?,5,6,7,C,medium,Àwọn ìdíje F1 World Championships mélòó ni Lewis Hamilton ti gbà?,5,6,7,Nawa ne gasar cin kofin duniya ta F1 Lewis Hamilton ya lashe?,5,6,7,Kedụ asọmpi F1 nke Lewis Hamilton meriri?,5,6,7
How many points did Wilt Chamberlain score in his record game?,81,100,92,B,hard,Àwọn àmì mélòó ni Wilt Chamberlain gba nínú eré rẹ̀ tó gbajúmọ̀?,81,100,92,Maki nawa Wilt Chamberlain ya ci a wasansa na tarihi?,81,100,92,Isi ole ka Wilt Chamberlain nyere n'egwuregwu ndekọ ya?,81,100,92
What weight class is above heavyweight?,Super heavyweight,Cruiserweight,Light heavyweight,A,hard,Irú ìwúwo wo ló ju ìwúwo lọ?,Super heavyweight,Cruiserweight,Light heavyweight,Wane nau'in nauyi ne ya fi nauyi?,Super heavyweight,Cruiserweight,Light heavyweight,Kedu ụdị ibu dị arọ karịa ibu arọ?,Super heavyweight,Cruiserweight,Light heavyweight
What is a 'submission' in MMA?,A knockout,Opponent taps out,Decision win,B,medium,Kí ni ‘ìfọkànsìn’ nínú MMA?,A knockout,Opponent taps out,Decision win,Menene 'miƙa wuya' a cikin MMA?,A knockout,Opponent taps out,Decision win,Gịnị bụ 'nrubeisi' na MMA?,A knockout,Opponent taps out,Decision win
What is the Giro d'Italia?,Italian cycling race,Italian running race,Italian football league,A,medium,Kí ni Giro d'Italia?,Italian cycling race,Italian running race,Italian football league,Menene Giro d'Italia?,Italian cycling race,Italian running race,Italian football league,Gịnị bụ Giro d'Italia?,Italian cycling race,Italian running race,Italian football league
What is the Stanley Cup?,NHL championship trophy,Olympic hockey trophy,World Cup trophy,A,easy,Kí ni Stanley Cup?,NHL championship trophy,Olympic hockey trophy,World Cup trophy,Menene Kofin Stanley?,NHL championship trophy,Olympic hockey trophy,World Cup trophy,Gịnị bụ Stanley Cup?,NHL championship trophy,Olympic hockey trophy,World Cup trophy
What does DRS stand for in F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,A,medium,Kí ni DRS dúró fún nínú F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Menene ma'anar DRS a cikin F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Kedu ihe DRS pụtara na F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System
Which country won the 2023 Cricket World Cup?,India,Australia,England,B,easy,Orílẹ̀-èdè wo ló gba ife ẹ̀yẹ àgbáyé Kiriketi ọdún 2023?,India,Australia,England,Wace ƙasa ce ta lashe gasar cin kofin duniya ta Cricket ta 2023?,India,Australia,England,Kedụ obodo meriri iko mba ụwa nke 2023 nke Kriket?,India,Australia,England
What is 'icing' in hockey?,A penalty,Shooting puck across lines,A celebration,B,medium,Kí ni ‘icing’ nínú hókì?,A penalty,Shooting puck across lines,A celebration,Menene 'icing' a cikin hockey?,A penalty,Shooting puck across lines,A celebration,Gịnị bụ 'icing' na hockey?,A penalty,Shooting puck across lines,A celebration
Who holds the record for highest Test score?,Don Bradman,Brian Lara,Matthew Hayden,B,medium,Ta ló gba àkọọ́lẹ̀ fún àmì ìdánwò tó ga jùlọ?,Don Bradman,Brian Lara,Matthew Hayden,Wa ke riƙe da tarihin mafi girman maki a Jarrabawa?,Don Bradman,Brian Lara,Matthew Hayden,Ònye nwere ndekọ maka akara ule kachasị elu?,Don Bradman,Brian Lara,Matthew Hayden
What is a 'scrum' in rugby?,A type of kick,Players pushing for the ball,A scoring move,B,easy,Kí ni 'scrum' nínú rugby?,A type of kick,Players pushing for the ball,A scoring move,Menene 'scrum' a cikin wasan rugby?,A type of kick,Players pushing for the ball,A scoring move,Gịnị bụ 'scrum' na rugby?,A type of kick,Players pushing for the ball,A scoring move
How long is a boxing round?,2 minutes,3 minutes,5 minutes,B,medium,Igba melo ni iyipo boxing yoo pẹ to?,2 minutes,3 minutes,5 minutes,Tsawon wane lokaci ne zagayen dambe?,2 minutes,3 minutes,5 minutes,Ogologo oge ole ka agba ọkpọ na-adị?,2 minutes,3 minutes,5 minutes
How often are the Summer Olympics held?,Every 2 years,Every 4 years,Every 5 years,B,easy,Igba melo ni a nṣe Awọn Olimpiiki Igba Ooru?,Every 2 years,Every 4 years,Every 5 years,Sau nawa ake gudanar da gasar Olympics ta bazara?,Every 2 years,Every 4 years,Every 5 years,Ugboro ole ka a na-eme asọmpi Olimpik nke oge okpomọkụ?,Every 2 years,Every 4 years,Every 5 years
Where is the Australian Open held?,Sydney,Melbourne,Brisbane,B,medium,Níbo ni wọ́n ti ń ṣe Australian Open?,Sydney,Melbourne,Brisbane,Ina ake gudanar da gasar Australian Open?,Sydney,Melbourne,Brisbane,Ebee ka a na-eme Australian Open?,Sydney,Melbourne,Brisbane
What does LBW stand for?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,A,medium,Kí ni LBW dúró fún?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Menene ma'anar LBW?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide,Kedu ihe LBW pụtara?,Leg Before Wicket,Left Bowler Wins,Long Ball Wide
How many hurdles are in a 110m hurdles race?,8,10,12,B,hard,Àwọn ìdínà mélòó ló wà nínú ìdínà ìdínà 110m?,8,10,12,Shin akwai manyan shinge na mita 110 a tseren manyan shinge na mita 110?,8,10,12,Kedụ ihe mgbochi ole dị na ọsọ ihe mgbochi mita 110?,8,10,12
Who holds the record for most points in a single NBA game?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,C,medium,Ta ni o ni igbasilẹ fun ọpọlọpọ awọn aaye ninu ere NBA kan?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Wa ke da tarihin samun mafi yawan maki a wasan NBA guda ɗaya?,Kobe Bryant,Michael Jordan,Wilt Chamberlain,Ònye nwere ndekọ maka ọtụtụ akara n'otu egwuregwu NBA?,Kobe Bryant,Michael Jordan,Wilt Chamberlain
Which country invented cricket?,Australia,England,India,B,medium,Orílẹ̀-èdè wo ló ṣẹ̀dá eré cricket?,Australia,England,India,Wace ƙasa ce ta ƙirƙiro wasan kurket?,Australia,England,India,Olee mba mepụtara krịket?,Australia,England,India
How long is a marathon race?,40 km,42.195 km,45 km,B,medium,Igba melo ni ere-ije marathon kan yoo pẹ to?,40 km,42.195 km,45 km,Tsawon wane lokaci ne tseren marathon yake?,40 km,42.195 km,45 km,Ogologo oge ole ka agba ọsọ marathon dị?,40 km,42.195 km,45 km
What is the World Series?,Basketball championship,Baseball championship,Football championship,B,easy,Kí ni World Series?,Basketball championship,Baseball championship,Football championship,Menene Jerin Duniya?,Basketball championship,Baseball championship,Football championship,Kedu ihe bụ usoro ụwa?,Basketball championship,Baseball championship,Football championship
Who is known as 'Iron Mike'?,Mike Tyson,Mike Powell,Michael Spinks,A,easy,Ta ni a mọ sí 'Iron Mike'?,Mike Tyson,Mike Powell,Michael Spinks,Wanene aka fi sani da 'Iron Mike'?,Mike Tyson,Mike Powell,Michael Spinks,Ònye ka a maara dịka 'Iron Mike'?,Mike Tyson,Mike Powell,Michael Spinks
Where is the Masters Tournament held?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",A,medium,Nibo ni idije Masters ti waye?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",Ina ake gudanar da gasar Masters?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California",Ebee ka a na-eme asọmpi Masters?,"Augusta, Georgia","St Andrews, Scotland","Pebble Beach, California"
What was Muhammad Ali's birth name?,Cassius Clay,Michael Clay,Robert Clay,A,medium,Kí ni orúkọ ìbí Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Menene sunan haihuwar Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Gịnị bụ aha ọmụmụ Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay
What do the five Olympic rings represent?,Elements,Continents,Sports,B,easy,Kí ni àwọn òrùka Olympic márùn-ún dúró fún?,Elements,Continents,Sports,Menene zoben Olympics guda biyar ke wakilta?,Elements,Continents,Sports,Gịnị ka mgbaaka ise nke Olympic na-anọchi anya ya?,Elements,Continents,Sports
What is the 'crease' in hockey?,Center ice,Goal area,Penalty box,B,medium,Kí ni “ìdàgbàsókè” nínú hókì?,Center ice,Goal area,Penalty box,Menene 'ƙaruwar' wasan hockey?,Center ice,Goal area,Penalty box,Gịnị bụ 'mmụba' na hockey?,Center ice,Goal area,Penalty box
What is the Olympic flame?,A trophy,Torch carried to games,Stadium light,B,easy,Kí ni iná Olympic?,A trophy,Torch carried to games,Stadium light,Menene harshen wutar Olympics?,A trophy,Torch carried to games,Stadium light,Kedu ihe bụ ọkụ Olympic?,A trophy,Torch carried to games,Stadium light
What is the butterfly stroke?,Swimming on back,Arms move together over water,Side swimming,B,medium,Kí ni ìfàmọ́ra labalábá?,Swimming on back,Arms move together over water,Side swimming,Menene bugun malam buɗe ido?,Swimming on back,Arms move together over water,Side swimming,Gịnị bụ strok urukurubụba?,Swimming on back,Arms move together over water,Side swimming
Who is the youngest F1 World Champion?,Max Verstappen,Sebastian Vettel,Lewis Hamilton,B,hard,Ta ni Aṣiwaju Agbaye F1 ti o kere julọ?,Max Verstappen,Sebastian Vettel,Lewis Hamilton,Wanene zakaran F1 na duniya mafi ƙanƙanta?,Max Verstappen,Sebastian Vettel,Lewis Hamilton,Ònye bụ onye mmeri ụwa nke F1 kacha nta?,Max Verstappen,Sebastian Vettel,Lewis Hamilton
What is a 'ground and pound' in MMA?,Striking on the ground,A takedown,A submission,A,medium,Kí ni 'ilẹ̀ àti ìwọ̀n' nínú MMA?,Striking on the ground,A takedown,A submission,Menene 'ƙasa da fam' a cikin MMA?,Striking on the ground,A takedown,A submission,Gịnị bụ 'ala na paụnd' na MMA?,Striking on the ground,A takedown,A submission
Where is the Monaco Grand Prix held?,France,Monaco,Italy,B,easy,Ibo ni Monaco Grand Prix ti waye?,France,Monaco,Italy,Ina ake gudanar da gasar Grand Prix ta Monaco?,France,Monaco,Italy,Ebee ka a na-eme Monaco Grand Prix?,France,Monaco,Italy
Who is known as 'The King' in NBA?,Kobe Bryant,LeBron James,Stephen Curry,B,easy,Ta ni a mọ si 'Ọba' ni NBA?,Kobe Bryant,LeBron James,Stephen Curry,Wanene aka fi sani da 'Sarki' a gasar NBA?,Kobe Bryant,LeBron James,Stephen Curry,Ònye ka a maara dị ka 'Eze' na NBA?,Kobe Bryant,LeBron James,Stephen Curry
