questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
In which city is Atalanta based?,Bergamo,Milan,Rome,A,medium,Ìlú wo ni Atalanta wà?,Bergamo,Milan,Rome,A wane birni ne cibiyar Atalanta take?,Bergamo,Milan,Rome,Olee obodo Atalanta d??,Bergamo,Milan,Rome
In which German city is Bayern Munich based?,Munich,Dortmund,Leipzig,A,medium,Ilu Jamani wo ni Bayern Munich wa?,Munich,Dortmund,Leipzig,A wane birni ne na Jamus yake da cibiyar Bayern Munich?,Munich,Dortmund,Leipzig,Ked? obodo d? na mba Jamani nke Bayern Munich bi?,Munich,Dortmund,Leipzig
In which German city is Borussia Dortmund based?,Dortmund,Munich,Leipzig,A,medium,Ilu Jamani wo ni Borussia Dortmund wa?,Dortmund,Munich,Leipzig,A wane birni ne na Jamus yake da cibiyar Borussia Dortmund?,Dortmund,Munich,Leipzig,Ked? obodo d? na mba Jaman? nke d? na Borussia Dortmund?,Dortmund,Munich,Leipzig
In which German city is RB Leipzig based?,Leipzig,Munich,Dortmund,A,medium,Ìlú Jámánì wo ni RB Leipzig ti wà?,Leipzig,Munich,Dortmund,A wane birni ne na Jamus yake da hedikwatar RB Leipzig?,Leipzig,Munich,Dortmund,Ked? obodo German ka RB Leipzig d??,Leipzig,Munich,Dortmund
In which German city is Bayer Leverkusen based?,Leverkusen,Munich,Dortmund,A,medium,Ìlú Jámánì wo ni Bayer Leverkusen wà?,Leverkusen,Munich,Dortmund,A wane birni ne na Jamus yake da cibiyar Bayer Leverkusen?,Leverkusen,Munich,Dortmund,Olee obodo d? na Germany nke Bayer Leverkusen d??,Leverkusen,Munich,Dortmund
In which German city is Eintracht Frankfurt based?,Frankfurt,Munich,Dortmund,A,medium,Ìlú Germany wo ni Eintracht Frankfurt ti wà?,Frankfurt,Munich,Dortmund,A wane birni ne Eintracht Frankfurt ke da hedikwata a Jamus?,Frankfurt,Munich,Dortmund,Ked? obodo d? na Germany nke Eintracht Frankfurt d??,Frankfurt,Munich,Dortmund
In which German city is Wolfsburg based?,Wolfsburg,Munich,Dortmund,A,medium,Ìlú wo ní Jámánì ni Wolfsburg ti wà?,Wolfsburg,Munich,Dortmund,A wane birni ne na Jamus yake da hedikwatar Wolfsburg?,Wolfsburg,Munich,Dortmund,Ked? obodo d? na Jaman? nke Wolfsburg?,Wolfsburg,Munich,Dortmund
In which German city is Borussia Monchengladbach based?,Monchengladbach,Munich,Dortmund,A,medium,Ilu Jamani wo ni Borussia Monchengladbach wa?,Monchengladbach,Munich,Dortmund,A wane birni ne na Jamus ake da cibiyar Borussia Monchengladbach?,Monchengladbach,Munich,Dortmund,Ked? obodo d? na mba Jaman? ka Borussia Monchengladbach bi?,Monchengladbach,Munich,Dortmund
Who won the 2023 UEFA Champions League?,Manchester City,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2023?,Manchester City,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2023?,Manchester City,Real Madrid,Barcelona,Ònye meriri as?mpi UEFA Champions League nke af? 2023?,Manchester City,Real Madrid,Barcelona
Who won the 2022 UEFA Champions League?,Real Madrid,Barcelona,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2022?,Real Madrid,Barcelona,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2022?,Real Madrid,Barcelona,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2022?,Real Madrid,Barcelona,Bayern Munich
Who won the 2021 UEFA Champions League?,Chelsea,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2021?,Chelsea,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2021?,Chelsea,Real Madrid,Barcelona,Ònye meriri as?mpi UEFA Champions League nke af? 2021?,Chelsea,Real Madrid,Barcelona
Who won the 2020 UEFA Champions League?,Bayern Munich,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2020?,Bayern Munich,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2020?,Bayern Munich,Real Madrid,Barcelona,Onye meriri as?mpi UEFA Champions League nke af? 2020?,Bayern Munich,Real Madrid,Barcelona
Who won the 2019 UEFA Champions League?,Liverpool,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2019?,Liverpool,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2019?,Liverpool,Real Madrid,Barcelona,Onye meriri as?mpi UEFA Champions League nke af? 2019?,Liverpool,Real Madrid,Barcelona
Who won the 2018 UEFA Champions League?,Real Madrid,Barcelona,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2018?,Real Madrid,Barcelona,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2018?,Real Madrid,Barcelona,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2018?,Real Madrid,Barcelona,Bayern Munich
Who won the 2017 UEFA Champions League?,Real Madrid,Barcelona,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2017?,Real Madrid,Barcelona,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2017?,Real Madrid,Barcelona,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2017?,Real Madrid,Barcelona,Bayern Munich
Who won the 2016 UEFA Champions League?,Real Madrid,Barcelona,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2016?,Real Madrid,Barcelona,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2016?,Real Madrid,Barcelona,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2016?,Real Madrid,Barcelona,Bayern Munich
Who won the 2015 UEFA Champions League?,Barcelona,Real Madrid,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2015?,Barcelona,Real Madrid,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2015?,Barcelona,Real Madrid,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2015?,Barcelona,Real Madrid,Bayern Munich
Who won the 2014 UEFA Champions League?,Real Madrid,Barcelona,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2014?,Real Madrid,Barcelona,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2014?,Real Madrid,Barcelona,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2014?,Real Madrid,Barcelona,Bayern Munich
Who won the 2013 UEFA Champions League?,Bayern Munich,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2013?,Bayern Munich,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2013?,Bayern Munich,Real Madrid,Barcelona,Ònye meriri as?mpi UEFA Champions League nke af? 2013?,Bayern Munich,Real Madrid,Barcelona
Who won the 2012 UEFA Champions League?,Chelsea,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2012?,Chelsea,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2012?,Chelsea,Real Madrid,Barcelona,Ònye meriri as?mpi UEFA Champions League nke af? 2012?,Chelsea,Real Madrid,Barcelona
Who won the 2011 UEFA Champions League?,Barcelona,Real Madrid,Bayern Munich,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2011?,Barcelona,Real Madrid,Bayern Munich,Wa ya lashe gasar zakarun Turai ta UEFA ta 2011?,Barcelona,Real Madrid,Bayern Munich,Ònye meriri as?mpi UEFA Champions League nke af? 2011?,Barcelona,Real Madrid,Bayern Munich
Who won the 2010 UEFA Champions League?,Inter Milan,Real Madrid,Barcelona,A,medium,Ta ló gba ife ??y? UEFA Champions League ti ?dún 2010?,Inter Milan,Real Madrid,Barcelona,Wa ya lashe gasar zakarun Turai ta UEFA ta 2010?,Inter Milan,Real Madrid,Barcelona,Ònye meriri as?mpi UEFA Champions League nke af? 2010?,Inter Milan,Real Madrid,Barcelona
What nationality is manager Pep Guardiola?,Spain,Germany,Italy,A,medium,Oríl??-èdè wo ni olùdarí Pep Guardiola?,Spain,Germany,Italy,Wane ?asa ne kocin Pep Guardiola?,Spain,Germany,Italy,Ked? mba onye njikwa Pep Guardiola b??,Spain,Germany,Italy
What nationality is manager Jurgen Klopp?,Germany,Spain,Italy,A,medium,Oríl??-èdè wo ni olùdarí Jurgen Klopp?,Germany,Spain,Italy,Wane ?asa kocin Jurgen Klopp yake?,Germany,Spain,Italy,Ked? mba onye njikwa Jurgen Klopp b??,Germany,Spain,Italy
What nationality is manager Carlo Ancelotti?,Italy,Spain,Germany,A,medium,Oríl??-èdè wo ni olùdarí Carlo Ancelotti?,Italy,Spain,Germany,Kocin Carlo Ancelotti nawa ne daga ?asa?,Italy,Spain,Germany,Ked? mba onye njikwa b? Carlo Ancelotti?,Italy,Spain,Germany
What nationality is manager Mikel Arteta?,Spain,Germany,Italy,A,medium,Oríl??-èdè wo ni olùdarí Mikel Arteta?,Spain,Germany,Italy,Wane ?asa kocin Mikel Arteta yake?,Spain,Germany,Italy,Ked? mba onye njikwa b? Mikel Arteta?,Spain,Germany,Italy
What nationality is manager Erik ten Hag?,Netherlands,Spain,Germany,A,medium,Oríl??-èdè wo ni olùdarí Erik Ten Hag?,Netherlands,Spain,Germany,Wace ?asa ce manaja Erik Ten Hag?,Netherlands,Spain,Germany,Ked? mba onye njikwa Erik ten Hag b??,Netherlands,Spain,Germany
What nationality is manager Xavi?,Spain,Germany,Italy,A,medium,Oríl??-èdè wo ni olùdarí Xavi?,Spain,Germany,Italy,Wace ?asa ce manaja Xavi?,Spain,Germany,Italy,Ked? mba onye njikwa Xavi b??,Spain,Germany,Italy
What nationality is manager Diego Simeone?,Argentina,Spain,Germany,A,medium,Oríl??-èdè wo ni olùdarí Diego Simeone?,Argentina,Spain,Germany,Kocin Diego Simeone nawa ne daga cikin 'yan ?asarsa?,Argentina,Spain,Germany,Ked? mba onye njikwa Diego Simeone b??,Argentina,Spain,Germany
What nationality is manager Thomas Tuchel?,Germany,Spain,Italy,A,medium,Oríl??-èdè wo ni olùdarí Thomas Tuchel?,Germany,Spain,Italy,Wane ?asa kocin Thomas Tuchel yake?,Germany,Spain,Italy,Ked? mba onye njikwa b? Thomas Tuchel?,Germany,Spain,Italy
What nationality is manager Luis Enrique?,Spain,Germany,Italy,A,medium,Oríl??-èdè wo ni olùdarí Luis Enrique?,Spain,Germany,Italy,Wane ?an ?asa ne kocin Luis Enrique?,Spain,Germany,Italy,Ked? mba onye njikwa b? Luis Enrique?,Spain,Germany,Italy
What nationality is manager Unai Emery?,Spain,Germany,Italy,A,medium,Oríl??-èdè wo ni olùdarí Unai Emery?,Spain,Germany,Italy,Wane ?an ?asa ne kocin Unai Emery?,Spain,Germany,Italy,Ked? mba onye njikwa Unai Emery b??,Spain,Germany,Italy
Which African country does Victor Osimhen represent?,Nigeria,Egypt,Senegal,A,medium,Oríl??-èdè Áfíríkà wo ni Victor Osimhen dúró fún?,Nigeria,Egypt,Senegal,Wace ?asa ce ta Afirka Victor Osimhen ke wakilta?,Nigeria,Egypt,Senegal,Ked? mba Afr?ka Victor Osimhen na-an?chite anya ya?,Nigeria,Egypt,Senegal
Which African country does Mohamed Salah represent?,Egypt,Nigeria,Senegal,A,medium,Oríl??-èdè Áfíríkà wo ni Mohamed Salah ? ?ojú fún?,Egypt,Nigeria,Senegal,Wace ?asa ce ta Afirka Mohamed Salah ke wakilta?,Egypt,Nigeria,Senegal,Ked? mba Afr?ka ka Mohamed Salah n?chitere anya?,Egypt,Nigeria,Senegal
Which African country does Sadio Mane represent?,Senegal,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Sadio Mane dúró fún?,Senegal,Nigeria,Egypt,Wace ?asa ce Sadio Mane ke wakilta a Afirka?,Senegal,Nigeria,Egypt,Ked? mba Afr?ka Sadio Mane n?chitere anya ya?,Senegal,Nigeria,Egypt
Which African country does Riyad Mahrez represent?,Algeria,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Riyad Mahrez dúró fún?,Algeria,Nigeria,Egypt,Wace ?asa ce Riyad Mahrez ke wakilta a Afirka?,Algeria,Nigeria,Egypt,Ked? mba Afr?ka Riyad Mahrez n?chitere anya ya?,Algeria,Nigeria,Egypt
Which African country does Achraf Hakimi represent?,Morocco,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Achraf Hakimi ? ?ojú fún?,Morocco,Nigeria,Egypt,Wace ?asa ce Achraf Hakimi ke wakilta?,Morocco,Nigeria,Egypt,Ked? mba Afr?ka Achraf Hakimi na-an?chite anya ya?,Morocco,Nigeria,Egypt
Which African country does Hakim Ziyech represent?,Morocco,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Hakim Ziyech ? ?ojú fún?,Morocco,Nigeria,Egypt,Wace ?asa ce ta Afirka Hakim Ziyech ke wakilta?,Morocco,Nigeria,Egypt,Ked? mba Afr?ka ka Hakim Ziyech na-an?chite anya?,Morocco,Nigeria,Egypt
Which African country does Andre Onana represent?,Cameroon,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Andre Onana dúró fún?,Cameroon,Nigeria,Egypt,Wace ?asa ce ta Afirka Andre Onana ke wakilta?,Cameroon,Nigeria,Egypt,Ked? mba Afr?ka Andre Onana n?chitere anya ya?,Cameroon,Nigeria,Egypt
Which African country does Nicolas Pepe represent?,Ivory Coast,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Nicolas Pepe dúró fún?,Ivory Coast,Nigeria,Egypt,Wace ?asa ce ta Afirka Nicolas Pepe ke wakilta?,Ivory Coast,Nigeria,Egypt,Ked? mba Afr?ka ka Nicolas Pepe na-an?chite anya?,Ivory Coast,Nigeria,Egypt
Which African country does Wilfried Zaha represent?,Ivory Coast,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Wilfried Zaha dúró fún?,Ivory Coast,Nigeria,Egypt,Wace ?asa ce ta Afirka Wilfried Zaha ke wakilta?,Ivory Coast,Nigeria,Egypt,Ked? mba Afr?ka Wilfried Zaha n?chitere anya ya?,Ivory Coast,Nigeria,Egypt
Which African country does Thomas Partey represent?,Ghana,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Thomas Partey dúró fún?,Ghana,Nigeria,Egypt,Wace ?asa ce ta Afirka Thomas Partey ke wakilta?,Ghana,Nigeria,Egypt,Ked? mba Afr?ka ka Thomas Partey n?chitere anya ya?,Ghana,Nigeria,Egypt
Which African country does Naby Keita represent?,Guinea,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Naby Keita dúró fún?,Guinea,Nigeria,Egypt,Wace ?asa ce ta Afirka Naby Keita ke wakilta?,Guinea,Nigeria,Egypt,Ked? mba Afr?ka nke Naby Keita na-an?chite anya?,Guinea,Nigeria,Egypt
Which African country does Samuel Chukwueze represent?,Nigeria,Egypt,Senegal,A,medium,Oríl??-èdè Áfíríkà wo ni Samuel Chukwueze dúró fún?,Nigeria,Egypt,Senegal,Wace ?asa ce ta Afirka Samuel Chukwueze ke wakilta?,Nigeria,Egypt,Senegal,Ked? mba Afr?ka Samuel Chukwueze n?chitere anya ya?,Nigeria,Egypt,Senegal
Which African country does Kalidou Koulibaly represent?,Senegal,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Kalidou Koulibaly ? ?ojú fún?,Senegal,Nigeria,Egypt,Wace ?asa ce Kalidou Koulibaly ke wakilta?,Senegal,Nigeria,Egypt,Ked? mba Afr?ka Kalidou Koulibaly na-an?chite anya ya?,Senegal,Nigeria,Egypt
Which African country does Pierre-Emerick Aubameyang represent?,Gabon,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Pierre-Emerick Aubameyang dúró fún?,Gabon,Nigeria,Egypt,Wace ?asa ce Pierre-Emerick Aubameyang ke wakilta a Afirka?,Gabon,Nigeria,Egypt,Ked? mba Afr?ka Pierre-Emerick Aubameyang n?chitere anya ya?,Gabon,Nigeria,Egypt
Which African country does Eric Bailly represent?,Ivory Coast,Nigeria,Egypt,A,medium,Oríl??-èdè Áfíríkà wo ni Eric Bailly ? ?ojú fún?,Ivory Coast,Nigeria,Egypt,Wace ?asa ce ta Afirka Eric Bailly ke wakilta?,Ivory Coast,Nigeria,Egypt,Ked? mba Afr?ka ka Eric Bailly na-an?chite anya?,Ivory Coast,Nigeria,Egypt
Who won the 2023 Africa Cup of Nations?,Ivory Coast,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2023?,Ivory Coast,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2023?,Ivory Coast,Nigeria,Egypt,Ònye meriri iko mba Afr?ka nke af? 2023?,Ivory Coast,Nigeria,Egypt
Who won the 2021 Africa Cup of Nations?,Senegal,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2021?,Senegal,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2021?,Senegal,Nigeria,Egypt,Onye meriri iko mba Afr?ka nke af? 2021?,Senegal,Nigeria,Egypt
Who won the 2019 Africa Cup of Nations?,Algeria,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2019?,Algeria,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2019?,Algeria,Nigeria,Egypt,Onye meriri iko mba Afr?ka nke af? 2019?,Algeria,Nigeria,Egypt
Who won the 2017 Africa Cup of Nations?,Cameroon,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2017?,Cameroon,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2017?,Cameroon,Nigeria,Egypt,Ònye meriri iko mba Afr?ka nke af? 2017?,Cameroon,Nigeria,Egypt
Who won the 2015 Africa Cup of Nations?,Ivory Coast,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2015?,Ivory Coast,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2015?,Ivory Coast,Nigeria,Egypt,Ònye meriri iko mba Afr?ka nke af? 2015?,Ivory Coast,Nigeria,Egypt
Who won the 2013 Africa Cup of Nations?,Nigeria,Egypt,Senegal,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2013?,Nigeria,Egypt,Senegal,Wa ya lashe gasar cin kofin Afirka ta 2013?,Nigeria,Egypt,Senegal,Ònye meriri iko mba Afr?ka nke af? 2013?,Nigeria,Egypt,Senegal
Who won the 2012 Africa Cup of Nations?,Zambia,Nigeria,Egypt,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2012?,Zambia,Nigeria,Egypt,Wa ya lashe gasar cin kofin Afirka ta 2012?,Zambia,Nigeria,Egypt,Ònye meriri iko mba Afr?ka nke af? 2012?,Zambia,Nigeria,Egypt
Who won the 2010 Africa Cup of Nations?,Egypt,Nigeria,Senegal,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ti ?dún 2010?,Egypt,Nigeria,Senegal,Wa ya lashe gasar cin kofin Afirka ta 2010?,Egypt,Nigeria,Senegal,Ònye meriri iko mba Afr?ka nke af? 2010?,Egypt,Nigeria,Senegal
Who won the 2008 Africa Cup of Nations?,Egypt,Nigeria,Senegal,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ní ?dún 2008?,Egypt,Nigeria,Senegal,Wa ya lashe gasar cin kofin Afirka ta 2008?,Egypt,Nigeria,Senegal,Ònye meriri iko mba Afr?ka nke af? 2008?,Egypt,Nigeria,Senegal
Who won the 2006 Africa Cup of Nations?,Egypt,Nigeria,Senegal,A,medium,Ta ló gba ife ??y? Africa Cup of Nations ní ?dún 2006?,Egypt,Nigeria,Senegal,Wa ya lashe gasar cin kofin Afirka ta 2006?,Egypt,Nigeria,Senegal,Ònye meriri iko mba Afr?ka nke af? 2006?,Egypt,Nigeria,Senegal
Which Nigerian club won back-to-back CAF Champions League titles in 2003 and 2004?,Enyimba,Kano Pillars,Rangers,A,medium,?gb?? wo ni Nàìjíríà ló gba àmì-??y? CAF Champions League l????k????kan ní ?dún 2003 àti 2004?,Enyimba,Kano Pillars,Rangers,Wace ?ungiyar Najeriya ce ta lashe gasar zakarun CAF a jere a shekarun 2003 da 2004?,Enyimba,Kano Pillars,Rangers,Ked? otu egwuregwu b??l? Na?jir?a meriri iko CAF Champions League ugboro ab?? n'af? 2003 na 2004?,Enyimba,Kano Pillars,Rangers
Who is Nigeria's all-time top scorer in World Cup history?,Rashidi Yekini,Yakubu Aiyegbeni,Jay-Jay Okocha,A,medium,Ta ni agbab??lu to ga jul? ni Naijiria ninu itan idije ife ?y? agbaye?,Rashidi Yekini,Yakubu Aiyegbeni,Jay-Jay Okocha,Wanene ?an wasan da ya fi zura kwallaye a tarihin gasar cin kofin duniya a Najeriya?,Rashidi Yekini,Yakubu Aiyegbeni,Jay-Jay Okocha,Onye b? onye kacha enye goolu na Na?jir?a n'ak?k? ihe mere eme nke iko mba ?wa?,Rashidi Yekini,Yakubu Aiyegbeni,Jay-Jay Okocha
In which year did Nigeria win their first Olympic gold medal in football?,1992,1996,2000,B,medium,Ní ?dún wo ni Nàìjíríà gba àmì-??y? wúrà Olympic àk??k?? w?n nínú b????lù?,1992,1996,2000,A wace shekara ce Najeriya ta lashe lambar zinare ta farko a gasar Olympics a kwallon kafa?,1992,1996,2000,N'af? ole ka Na?jir?a meriri ihe nrite ?laedo mb? ha n'egwuregwu b??l? n'egwuregwu Olympic?,1992,1996,2000
Which Nigerian player is nicknamed 'The Entertainer'?,Nwankwo Kanu,Jay-Jay Okocha,Victor Moses,B,medium,Èwo nínú àw?n ?m? oríl??-èdè Nàìjíríà ni w??n ? pè ní 'The Entertainer'?,Nwankwo Kanu,Jay-Jay Okocha,Victor Moses,Wane ?an wasan Najeriya ne ake yi wa lakabi da 'The Entertainer'?,Nwankwo Kanu,Jay-Jay Okocha,Victor Moses,Ked? onye egwuregwu Na?jir?a a kp?r? 'The Entertainer'?,Nwankwo Kanu,Jay-Jay Okocha,Victor Moses
How many times has Nigeria won the Africa Cup of Nations?,2,3,4,B,medium,Igba melo ni Naijiria ti gba ife eye Africa Cup of Nations?,2,3,4,Sau nawa Najeriya ta lashe gasar cin kofin Afirka?,2,3,4,Ugboro ole ka Na?jir?a meriri iko mba Afr?ka?,2,3,4
Which Nigerian scored at the 1998 World Cup against Spain?,Sunday Oliseh,Finidi George,Daniel Amokachi,A,medium,Ta ni ?m? Naijiria ti o gba goolu ni ife ?y? agbaye ti ?dun 1998 lodi si Spain?,Sunday Oliseh,Finidi George,Daniel Amokachi,Wane ?an Najeriya ne ya zura kwallo a gasar cin kofin duniya ta 1998 da Spain?,Sunday Oliseh,Finidi George,Daniel Amokachi,Ked? onye Na?jir?a nyere goolu n'as?mpi iko mba ?wa nke af? 1998 megide mba Spen?,Sunday Oliseh,Finidi George,Daniel Amokachi
